OBJECTID,BSM,YSDM,DLBM,DLMC,XZDWYBH,XZDWBH,CD,KD,XZDWMJ,XZDWMC,QSDWDM1,QSDWMC1,QSDWDM2,QSDWMC2,KCTBBH1,KCTBDWDM1,KCTBBH2,KCTBDWDM2,QSXZ,KCBL,BGJLH,BGRQ,SHAPE_Leng,DLBZ
33188,44316,2001020100,117,沟渠,34271,178,77.3,1.4,108.22,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,82,530702006201,98,530702006201,30,0.5,,2015/2/7 0:00,,
35857,49755,2001020100,104,农村道路,39588,287,110.9,3.2,354.88,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,82,530702006202,103,530702006202,30,0.5,,2015/2/7 0:00,,
37374,47707,2001020100,104,农村道路,39060,176,67.9,3.2,217.28,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,82,530702006202,76,530702006202,30,0.5,,2015/2/7 0:00,,
38136,38712,2001020100,104,农村道路,28575,160,58.8,3.5,205.8,农村道路,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,82,530702006203,94,530702006203,30,0.5,,2015/2/7 0:00,,
38630,38672,2001020100,117,沟渠,28464,135,35.5,1.5,53.25,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,82,530702006203,70,530702006203,30,0.5,,2015/2/7 0:00,,
39265,38890,2001020100,104,农村道路,28472,138,24.1,3.5,84.35,农村道路,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,82,530702006203,78,530702006203,30,0.5,,2015/2/7 0:00,,
39702,16913,2001020100,104,农村道路,7528,89,170.9,2.7,461.43,农村道路,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,82,530702007202,81,530702007202,30,0.5,,2015/2/7 0:00,,
39738,36242,2001020100,104,农村道路,28540,146,11.6,3.5,40.6,农村道路,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,82,530702006203,81,530702006203,30,0.5,,2015/2/7 0:00,,
39843,38778,2001020100,117,沟渠,28738,171,54.8,1.5,82.2,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,82,530702006203,98,530702006203,30,0.5,,2015/2/7 0:00,,
42469,24802,2001020100,104,农村道路,14923,20,27.3,5.1,139.23,农村道路,530702001206,义尚社区居委会,530702001206,义尚社区居委会,82,530702001209,80,530702001209,30,0.5,,2015/3/7 0:00,,
42753,910283266,2001020100,104,农村道路,14960,49,12.6,5.1,64.26,农村道路,530702001206,义尚社区居委会,530702001206,义尚社区居委会,82,530702001209,80,530702001209,30,0.5,,2015/3/7 0:00,,
46023,72087,2001020100,117,沟渠,62060,87,71.3,1,71.3,沟渠,530702205203,江边村民委员会,530702205203,江边村民委员会,82,530702205203,548,530702205203,30,0.5,,2016/2/13 0:00,,
53423,19751,2001020100,104,农村道路,10013,71,73.3,1.6,117.28,农村道路,530702201203,玉河村民委员会,530702201203,玉河村民委员会,82,530702201203,79,530702201203,30,0.5,,2016/3/2 0:00,,
53734,10853,2001020100,104,农村道路,93,92,68.4,1.8,123.12,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,82,530702203203,101,530702203203,30,0.5,,2016/3/2 0:00,,
54313,17107,2001020100,117,沟渠,6482,134,1551.7,2.6,4034.42,沟渠,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,819,530702007203,30,0.5,,2018/2/26 0:00,,
54444,33345,2001020100,117,沟渠,23080,172,27,1.5,40.5,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,82,530702005201,83,530702005201,30,0.5,,2018/2/26 0:00,,
59869,15224,2001020100,104,农村道路,6396,96,1397.2,1.9,2654.68,农村道路,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,94,530702007203,30,0.5,,2017/1/21 0:00,,
59870,17042,2001020100,117,沟渠,6402,43,109.4,2.6,284.44,沟渠,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,40,530702007203,30,0.5,,2017/1/21 0:00,,
59871,17389,2001020100,104,农村道路,6584,138,162.6,1.9,308.94,农村道路,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,94,530702007203,30,0.5,,2017/1/21 0:00,,
59872,16745,2001020100,111,河流水面,6715,215,477,2.8,1335.6,河流水面,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,175,530702007203,20,0.5,,2017/1/21 0:00,,
59873,17578,2001020100,104,农村道路,6762,212,337.7,2.2,742.94,农村道路,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,223,530702007203,30,0.5,,2017/1/21 0:00,,
59874,16515,2001020100,117,沟渠,6460,67,103.4,2.6,268.84,沟渠,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,65,530702007203,30,0.5,,2017/1/21 0:00,,
59875,17390,2001020100,104,农村道路,6584,147,101,1.9,191.9,农村道路,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,94,530702007203,30,0.5,,2017/1/21 0:00,,
59876,17388,2001020100,104,农村道路,6584,129,107.7,1.9,204.63,农村道路,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,94,530702007203,30,0.5,,2017/1/21 0:00,,
59877,16388,2001020100,111,河流水面,6138,1,304.9,2,609.8,河流水面,530702007203,文化街道办事处东江社区居委会,530702007204,文化街道办事处拉马古社区居委会,82,530702007203,442,530702007204,20,0.5,,2017/1/21 0:00,,
59878,17038,2001020100,117,沟渠,6398,42,33.2,2.6,86.32,沟渠,530702007203,文化街道办事处东江社区居委会,530702007203,文化街道办事处东江社区居委会,82,530702007203,41,530702007203,30,0.5,,2017/1/21 0:00,,
59879,17109,2001020100,111,河流水面,6484,86,507.3,3.6,1826.28,河流水面,530702007203,文化街道办事处东江社区居委会,,,82,530702007203,,,20,1,,2017/1/21 0:00,,
61217,23207,2001020100,117,沟渠,12842,168,42.5,4.8,204,沟渠,530702004203,中济社区居委会,530702004203,中济社区居委会,82,530702004203,767,530702004203,30,0.5,,2017/1/21 0:00,,
61267,23468,2001020100,117,沟渠,12792,167,34.8,3.4,118.32,沟渠,530702004203,中济社区居委会,530702004203,中济社区居委会,82,530702004203,91,530702004203,30,0.5,,2017/1/21 0:00,,
11,10848,2001020100,102,公路用地,88,89,56.1,8,448.8,公路用地,530702203203,白水村民委员会,530702203203,白水村民委员会,83,530702203203,89,530702203203,20,0.5,,,56.11346252, 
108,12376,2001020100,104,农村道路,1588,79,109.3,8.2,896.26,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,83,530702203201,68,530702203201,30,0.5,,,109.2537237, 
6400,30470,2001020100,104,农村道路,20194,88,97.8,3.6,352.08,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,83,530702201202,81,530702201202,30,0.5,,,97.82252175, 
6450,29533,2001020100,104,农村道路,20555,92,86.6,3.6,311.76,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,83,530702201202,89,530702201202,30,0.5,,,86.60627469, 
8818,38367,2001020100,117,沟渠,29383,158,35.1,5.4,189.54,沟渠,530702002201,祥云社区居委会,530702002201,祥云社区居委会,83,530702002201,73,530702002201,30,0.5,,,35.13244183, 
9953,51050,2001020100,104,农村道路,40997,131,140.1,1.5,210.15,农村道路,530702201207,光乐村民委员会,,,83,530702201207,,,30,1,,,140.1434157, 
10190,51034,2001020100,117,沟渠,40981,140,307.3,2,614.6,沟渠,530702201207,光乐村民委员会,530702201207,光乐村民委员会,83,530702201207,89,530702201207,30,0.5,,,307.2546636, 
10191,51035,2001020100,111,河流水面,40982,119,50.6,2.1,106.26,河流水面,530702201207,光乐村民委员会,530702201207,光乐村民委员会,83,530702201207,62,530702201207,20,0.5,,,50.5529988, 
10245,48329,2001020100,111,河流水面,40944,113,69,2.1,144.9,河流水面,530702201207,光乐村民委员会,530702201207,光乐村民委员会,83,530702201207,55,530702201207,20,0.5,,,68.98190011, 
12149,62135,2001020100,104,农村道路,51854,98,60.3,4.3,259.29,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,83,530702202206,93,530702202206,30,0.5,,,60.33610022, 
12234,59563,2001020100,104,农村道路,49313,60,75.3,2.1,158.13,农村道路,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,83,530702202207,68,530702202207,30,0.5,,,75.30827077, 
12647,58621,2001020100,104,农村道路,49465,114,72.4,2.7,195.48,农村道路,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,83,530702202207,141,530702202207,30,0.5,,,72.40055838, 
12774,62030,2001020100,104,农村道路,51728,91,112.6,4.3,484.18,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,83,530702202206,81,530702202206,30,0.5,,,112.6284509, 
13767,62170,2001020100,104,农村道路,51900,105,82.8,4.3,356.04,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,83,530702202206,107,530702202206,30,0.5,,,82.84212865, 
14136,63749,2001020100,111,河流水面,53506,107,165.8,4.7,779.26,河流水面,530702202203,七河村民委员会,530702202203,七河村民委员会,83,530702202203,80,530702202203,20,0.5,,,165.770046, 
16627,66378,2001020100,104,农村道路,56135,73,596.6,3,1789.8,农村道路,530702205205,普勤村民委员会,530702205205,普勤村民委员会,83,530702205205,81,530702205205,30,0.5,,,596.6384173, 
26478,25237,2001020100,104,农村道路,15351,84,183.5,3,550.5,农村道路,530702201201,龙山村民委员会,530702201201,龙山村民委员会,83,530702201201,57,530702201201,30,0.5,,2012/12/30 0:00,183.4675121, 
34511,44118,2001020100,104,农村道路,34235,159,19.1,5.8,110.78,农村道路,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,83,530702006201,76,530702006201,30,0.5,,2015/2/7 0:00,,
34656,43686,2001020100,117,沟渠,34262,176,45.4,5.1,231.54,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,83,530702006201,103,530702006201,30,0.5,,2015/2/7 0:00,,
35023,44119,2001020100,117,沟渠,34236,158,46.8,1.4,65.52,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,83,530702006201,69,530702006201,30,0.5,,2015/2/7 0:00,,
37109,49627,2001020100,104,农村道路,39523,248,15,3.2,48,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,83,530702006202,103,530702006202,30,0.5,,2015/2/7 0:00,,
37449,49037,2001020100,104,农村道路,39239,205,111,3.2,355.2,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,83,530702006202,76,530702006202,30,0.5,,2015/2/7 0:00,,
40198,18353,2001020100,111,河流水面,7584,91,19.4,2.5,48.5,河流水面,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,83,530702007202,80,530702007202,20,0.5,,2015/2/7 0:00,,
40233,18556,2001020100,111,河流水面,7543,87,69.3,2.5,173.25,河流水面,530702007202,文化街道办事处岩乐社区居委会,530702007202,文化街道办事处岩乐社区居委会,83,530702007202,78,530702007202,20,0.5,,2015/2/7 0:00,,
41462,16015,2001020100,104,农村道路,5622,146,34.9,3.9,136.11,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,83,530702007201,85,530702007201,30,0.5,,2015/2/8 0:00,,
44125,40404,2001020100,117,沟渠,30646,241,46.8,3.8,177.84,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,83,530702002205,103,530702002205,30,0.5,,2015/3/10 0:00,,
44126,39193,2001020100,117,沟渠,30524,231,81.1,3.2,259.52,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,83,530702002205,102,530702002205,30,0.5,,2015/3/10 0:00,,
44437,64691,2001020100,104,农村道路,54531,129,17.4,1.4,24.36,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,83,530702202210,172,530702202210,30,0.5,,2015/3/10 0:00,,
45630,64696,2001020100,104,农村道路,54536,133,29.6,1.4,41.44,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,83,530702202210,172,530702202210,30,0.5,,2015/3/10 0:00,,
49528,242219,2001020100,117,沟渠,23069,2661,22.5,4.2,94.5,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,83,530702005201,2773,530702005201,30,0.5,,2018/2/26 0:00,,
51988,33826,2001020100,117,沟渠,23259,221,25,1.5,37.5,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,83,530702005201,111,530702005201,30,0.5,,2018/2/26 0:00,,
51989,242220,2001020100,117,沟渠,23069,2660,46.3,4.2,194.46,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,83,530702005201,1324,530702005201,30,0.5,,2018/2/26 0:00,,
54500,62288,2001020100,104,农村道路,52514,110,230.8,3.7,853.96,农村道路,530702202202,新民村民委员会,530702202202,新民村民委员会,83,530702202202,181,530702202202,30,0.5,,2016/3/2 0:00,,
55027,39291,2001020100,111,河流水面,29250,49,263.1,13.7,3604.47,河流水面,530702201204,三古村民委员会,530702201204,三古村民委员会,83,530702201204,76,530702201204,20,0.5,,2016/3/2 0:00,,
12,10849,2001020100,104,农村道路,89,81,26.2,1.7,44.54,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,84,530702203203,83,530702203203,30,0.5,,,26.24416205, 
620,10856,2001020100,104,农村道路,96,93,29.2,1.7,49.64,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,84,530702203203,83,530702203203,30,0.5,,,29.18860665, 
1056,12543,2001020100,117,沟渠,1726,110,27.2,1.6,43.52,沟渠,530702203201,大东村民委员会,530702203201,大东村民委员会,84,530702203201,82,530702203201,30,0.5,,,27.18080214, 
3990,21787,2001020100,104,农村道路,12700,139,36.4,11.4,414.96,农村道路,530702004203,中济社区居委会,530702004203,中济社区居委会,84,530702004203,104,530702004203,30,0.5,,,36.37562176, 
4702,26439,2001020100,102,公路用地,15702,115,155.4,10,1554,公路用地,530702201201,龙山村民委员会,530702201201,龙山村民委员会,84,530702201201,123,530702201201,20,0.5,,,155.4147535, 
6129,26258,2001020100,102,公路用地,15810,125,78.1,10,781,公路用地,530702201201,龙山村民委员会,530702201201,龙山村民委员会,84,530702201201,112,530702201201,20,0.5,,,78.07315317, 
6797,30411,2001020100,104,农村道路,21067,104,6,3.1,18.6,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,84,530702201202,99,530702201202,30,0.5,,,5.963632358, 
7138,31627,2001020100,104,农村道路,21078,105,93.5,3.1,289.85,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,84,530702201202,93,530702201202,30,0.5,,,93.45108911, 
8005,38193,2001020100,117,沟渠,29341,164,70.2,4.2,294.84,沟渠,530702002201,祥云社区居委会,530702002205,玉龙县飞地,84,530702002201,14,530702002205,30,0.5,,,70.23886938, 
8024,40272,2001020100,117,沟渠,30485,219,91,6.5,591.5,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,84,530702002205,87,530702002205,30,0.5,,,90.97819073, 
8817,38366,2001020100,117,沟渠,29382,171,55.2,3.6,198.72,沟渠,530702002201,祥云社区居委会,530702002201,祥云社区居委会,84,530702002201,83,530702002201,30,0.5,,,55.20718461, 
12065,61478,2001020100,102,公路用地,53439,85,69.9,5.7,398.43,公路用地,530702202203,七河村民委员会,530702202203,七河村民委员会,84,530702202203,56,530702202203,20,0.5,,,69.87117744, 
13707,61477,2001020100,117,沟渠,53438,72,116,1.6,185.6,沟渠,530702202203,七河村民委员会,530702202203,七河村民委员会,84,530702202203,59,530702202203,30,0.5,,,116.0365749, 
18040,66356,2001020100,104,农村道路,56037,71,160.8,2.9,466.32,农村道路,530702205205,普勤村民委员会,530702205205,普勤村民委员会,84,530702205205,81,530702205205,30,0.5,,,160.7796436, 
19194,70022,2001020100,104,农村道路,60718,51,18.9,4.2,79.38,农村道路,530702205201,产构村民委员会,530702205201,产构村民委员会,84,530702205201,41,530702205201,30,0.5,,,18.86748661, 
20491,72082,2001020100,117,沟渠,62055,88,83.2,1,83.2,沟渠,530702205203,江边村民委员会,530702205203,江边村民委员会,84,530702205203,112,530702205203,30,0.5,,,83.18283693, 
20712,68483,2001020100,117,沟渠,59175,97,105.8,1,105.8,水工建筑用地,530702202205,五峰村民委员会,530702202205,五峰村民委员会,84,530702202205,104,530702202205,20,0.5,,,105.8179543, 
20973,72077,2001020100,104,农村道路,62050,83,98.8,2,197.6,农村道路,530702205203,江边村民委员会,530702205203,江边村民委员会,84,530702205203,90,530702205203,30,0.5,,,98.79092123, 
21765,63786,2001020100,104,农村道路,53543,120,56.6,4.6,260.36,农村道路,530702202203,七河村民委员会,530702202203,七河村民委员会,84,530702202203,840,530702202203,30,0.5,,2011/3/27 0:00,56.59702796, 
22200,20091,2001020100,104,农村道路,9259,86,51.3,2.1,107.73,农村道路,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,84,530702005202,2383,530702005202,30,0.5,,2015/2/7 0:00,,
23318,20090,2001020100,104,农村道路,9258,87,32.3,2.1,67.83,农村道路,530702005202,金山街道办事处新团社区居委会,530702005202,金山街道办事处新团社区居委会,84,530702005202,60,530702005202,30,0.5,,2015/2/7 0:00,,
25012,38412,2001020100,117,沟渠,28128,191,14.5,1.8,26.1,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,84,530702005203,1104,530702005203,30,0.5,,2015/2/7 0:00,,
37163,49471,2001020100,117,沟渠,39409,226,46.9,3.8,178.22,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,84,530702006202,85,530702006202,30,0.5,,2015/2/7 0:00,,
45926,20878,2001020100,104,农村道路,10055,82,34.6,2.4,83.04,农村道路,530702201203,玉河村民委员会,530702201203,玉河村民委员会,84,530702201203,512,530702201203,30,0.5,,2016/2/13 0:00,,
52653,33494,2001020100,117,沟渠,23228,212,66.6,1.7,113.22,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,84,530702005201,107,530702005201,30,0.5,,2018/2/26 0:00,,
54293,33359,2001020100,117,沟渠,23094,187,46,1.4,64.4,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,84,530702005201,79,530702005201,30,0.5,,2018/2/26 0:00,,
54302,72123,2001020100,104,农村道路,62041,76,26.4,2,52.8,农村道路,530702205203,江边村民委员会,530702205203,江边村民委员会,84,530702205203,79,530702205203,30,0.5,,2018/2/26 0:00,,
54361,25199,2001020100,104,农村道路,14251,47,4.5,4.5,20.25,农村道路,530702003206,清溪社区居委会,530702003206,清溪社区居委会,84,530702003206,34,530702003206,30,0.5,,2016/3/2 0:00,,
55483,72122,2001020100,117,沟渠,62040,79,61.7,1,61.7,沟渠,530702205203,江边村民委员会,530702205203,江边村民委员会,84,530702205203,81,530702205203,30,0.5,,2016/3/2 0:00,,
57056,58303,2001020100,117,沟渠,49383,77,13.5,2.8,37.8,沟渠,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,84,530702202207,628,530702202207,30,0.5,,2017/1/21 0:00,,
59901,58615,2001020100,111,河流水面,49397,78,221.6,4.5,997.2,河流水面,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,84,530702202207,103,530702202207,20,0.5,,2017/1/21 0:00,,
59902,59584,2001020100,102,公路用地,49355,72,186.4,7.2,1342.08,公路用地,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,84,530702202207,66,530702202207,20,0.5,,2017/1/21 0:00,,
59903,59583,2001020100,102,公路用地,49354,68,72.8,7.2,524.16,公路用地,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,84,530702202207,43,530702202207,20,0.5,,2017/1/21 0:00,,
59904,57650,2001020100,102,公路用地,49375,79,40,7.2,288,公路用地,530702202207,龙潭村民委员会,530702202207,龙潭村民委员会,84,530702202207,8,530702202207,20,0.5,,2017/1/21 0:00,,
61103,30207,2001020100,104,农村道路,19783,85,203.8,3.5,713.3,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,84,530702201202,60,530702201202,30,0.5,,2017/1/21 0:00,,
10,10842,2001020100,104,农村道路,82,78,27.7,1.7,47.09,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,85,530702203203,57,530702203203,30,0.5,,,27.6763083, 
84,10780,2001020100,102,公路用地,128,131,60,8.1,486,公路用地,530702203203,白水村民委员会,530702203203,白水村民委员会,85,530702203203,107,530702203203,20,0.5,,,60.00648702, 
250,10418,2001020100,104,农村道路,151,142,17,1.7,28.9,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,85,530702203203,119,530702203203,30,0.5,,,16.96054776, 
286,10411,2001020100,102,公路用地,144,143,32.3,8.1,261.63,公路用地,530702203203,白水村民委员会,530702203203,白水村民委员会,85,530702203203,159,530702203203,20,0.5,,,32.31834872, 
1015,10904,2001020100,104,农村道路,104,101,27.2,1.7,46.24,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,85,530702203203,96,530702203203,30,0.5,,,27.20861618, 
5890,31361,2001020100,104,农村道路,21143,106,22.8,3.1,70.68,农村道路,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,85,530702201202,96,530702201202,30,0.5,,,22.80795233, 
6385,30349,2001020100,111,河流水面,20332,90,232.8,7.2,1676.16,河流水面,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,85,530702201202,77,530702201202,20,0.5,,,232.8423654, 
6656,30980,2001020100,111,河流水面,20800,99,94.1,6.3,592.83,河流水面,530702201202,龙兴村民委员会,530702201202,龙兴村民委员会,85,530702201202,84,530702201202,20,0.5,,,94.09644295, 
8613,40283,2001020100,117,沟渠,30550,227,43.9,8.1,355.59,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,85,530702002205,73,530702002205,30,0.5,,,43.86615369, 
8621,40230,2001020100,117,沟渠,30696,244,57.9,2.8,162.12,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,85,530702002205,98,530702002205,30,0.5,,,57.89769918, 
10313,62739,2001020100,104,农村道路,52545,131,397.9,6.7,2665.93,农村道路,530702202202,新民村民委员会,530702202202,新民村民委员会,85,530702202202,102,530702202202,30,0.5,,,397.8735671, 
10981,57570,2001020100,111,河流水面,48730,115,154.7,3.5,541.45,河流水面,530702202201,共和村民委员会,530702202201,共和村民委员会,85,530702202201,87,530702202201,20,0.5,,,154.6766782, 
11059,60857,2001020100,104,农村道路,52486,107,38.8,2,77.6,农村道路,530702202202,新民村民委员会,,,85,530702202202,,,30,1,,,38.8413474, 
12005,62159,2001020100,104,农村道路,51889,101,26.9,4.3,115.67,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,85,530702202206,99,530702202206,30,0.5,,,26.89952059, 
12144,62284,2001020100,117,沟渠,52510,115,155.7,2,311.4,沟渠,530702202202,新民村民委员会,,,85,530702202202,,,30,1,,,155.6573558, 
12275,59741,2001020100,117,沟渠,52492,119,190.6,1.8,343.08,水工建筑用地,530702202202,新民村民委员会,530702202202,新民村民委员会,85,530702202202,59,530702202202,20,0.5,,,190.6026343, 
12651,57436,2001020100,104,农村道路,47398,59,135.1,2.3,310.73,农村道路,530702202208,羊见村民委员会,530702202208,羊见村民委员会,85,530702202208,63,530702202208,30,0.5,,,135.0644952, 
13104,62738,2001020100,104,农村道路,52544,126,209.2,6.7,1401.64,农村道路,530702202202,新民村民委员会,530702202202,新民村民委员会,85,530702202202,98,530702202202,30,0.5,,,209.2165202, 
13567,59096,2001020100,117,沟渠,48729,111,197.4,3.5,690.9,沟渠,530702202201,共和村民委员会,530702202201,共和村民委员会,85,530702202201,87,530702202201,30,0.5,,,197.3889781, 
13650,60838,2001020100,111,河流水面,51908,108,67.2,3.5,235.2,河流水面,530702202206,忠义村民委员会,530702202206,忠义村民委员会,85,530702202206,91,530702202206,20,0.5,,,67.16659948, 
14090,60829,2001020100,111,河流水面,51717,94,244,3.5,854,河流水面,530702202206,忠义村民委员会,530702202206,忠义村民委员会,85,530702202206,86,530702202206,20,0.5,,,243.9650136, 
14452,62175,2001020100,104,农村道路,51916,107,41.8,4.3,179.74,农村道路,530702202206,忠义村民委员会,530702202206,忠义村民委员会,85,530702202206,99,530702202206,30,0.5,,,41.81626943, 
16189,64403,2001020100,104,农村道路,54392,116,17.3,1.2,20.76,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,85,530702202210,48,530702202210,30,0.5,,,17.3112305, 
17709,66662,2001020100,117,沟渠,56626,149,9.7,2,19.4,水工建筑用地,530702202204,三义村民委员会,530702202211,丽江飞机场,85,530702202204,99,530702202204,20,0.5,,,9.689734791, 
18189,66641,2001020100,117,沟渠,56605,150,52,2,104,沟渠,530702202204,三义村民委员会,530702202204,三义村民委员会,85,530702202204,101,530702202204,30,0.5,,,52.04592495, 
18637,66673,2001020100,117,沟渠,56648,160,48.2,2.7,130.14,沟渠,530702202204,三义村民委员会,530702202204,三义村民委员会,85,530702202204,142,530702202204,30,0.5,,,48.21071267, 
20801,241836,2001020100,117,沟渠,56636,1597,4,1.9,7.6,沟渠,530702202204,三义村民委员会,530702202204,三义村民委员会,85,530702202204,126,530702202204,30,0.5,,2010/12/31 0:00,3.981065106, 
21544,241835,2001020100,117,沟渠,56636,1598,140.1,1.9,266.19,沟渠,530702202204,三义村民委员会,530702202204,三义村民委员会,85,530702202204,126,530702202204,30,0.5,,2010/12/31 0:00,140.0629634, 
25355,38451,2001020100,117,沟渠,28189,201,102,1.4,142.8,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,85,530702005203,103,530702005203,30,0.5,,2015/2/7 0:00,,
26933,38407,2001020100,104,农村道路,28123,194,20.1,9,180.9,农村道路,530702005203,金山街道办事处东元社区居委会,,,85,530702005203,,,30,1,,2015/2/7 0:00,,
33405,44536,2001020100,117,沟渠,34207,188,139.1,1.8,250.38,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,85,530702006201,93,530702006201,30,0.5,,2015/2/7 0:00,,
33747,43808,2001020100,117,沟渠,34057,124,106.2,1.8,191.16,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,85,530702006201,59,530702006201,30,0.5,,2015/2/7 0:00,,
34608,43701,2001020100,104,农村道路,34473,257,47.2,3.5,165.2,农村道路,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,85,530702006201,128,530702006201,30,0.5,,2015/2/7 0:00,,
38006,38711,2001020100,117,沟渠,28574,154,38.5,12.1,465.85,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,85,530702006203,86,530702006203,30,0.5,,2015/2/7 0:00,,
39222,38070,2001020100,117,沟渠,28695,168,37.2,12.1,450.12,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,85,530702006203,97,530702006203,30,0.5,,2015/2/7 0:00,,
39412,38532,2001020100,117,沟渠,28502,140,26,12.1,314.6,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,85,530702006203,80,530702006203,30,0.5,,2015/2/7 0:00,,
